version,group,bench_simple,bench_full,mode,mean,unit,date
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,57.3185829961977,ms,1579557643855
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,57.635632696715,ms,1579280077629
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1342.42194773333,ms,1580833090210
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1330.06040177777,ms,1580766830318
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1264.58265599999,ms,1580739379847
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1356.85734399999,ms,1580375605806
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1335.95572906666,ms,1580302690978
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1337.31887786666,ms,1580219266961
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1286.68597231746,ms,1579947286224
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1322.07957333333,ms,1579900900073
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1328.61569706666,ms,1579602689118
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1303.56305269841,ms,1579557643855
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1303.76278146031,ms,1579280077629
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,115.308194341463,ms,1580833090210
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,134.945931553982,ms,1580766830318
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,132.680777270506,ms,1580739379847
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,125.180022088962,ms,1580375605806
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,132.033346898954,ms,1580302690978
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,118.960327962204,ms,1580219266961
